ID,wt1,Assigned_gene_name,wt2,dcp2_1,dcp2_2,dhh1_1,dhh1_2,pat1_1,pat1_2,xrn1_1,xrn1_2
14,0.7244582043343654,YAL062W,0.7510729613733905,0.5081081081081081,0.4869109947643979,0.5454545454545454,0.3490566037735849,0.5070921985815603,0.5304054054054054,0.5294117647058824,0.6015625
23,0.6815286624203821,YAL060W,0.6501240694789082,0.4707602339181287,0.4335297969875573,0.4212880143112701,0.2992788461538461,0.4653809674359785,0.5130272952853598,0.6262626262626263,0.5769230769230769
25,0.6394640682095006,YAL059W,0.6034042553191489,0.4012903225806452,0.33270794246404,0.2831086439333862,0.2081117021276596,0.30727611940298505,0.3486422453070895,0.513986013986014,0.4329958308516975
27,0.86,YAL058W,,0.75,0.6528497409326425,0.7843137254901961,,0.7028571428571428,0.76,0.8100558659217877,0.7964601769911505
28,0.5980392156862745,YAL056W,0.5528846153846154,0.4078014184397163,0.3346007604562737,0.25396825396825395,0.17567567567567569,0.3043478260869565,0.3446601941747573,0.5346534653465347,0.5054347826086957
33,0.5503315250150693,YAL053W,0.5736800630417652,0.4398511781727987,0.417296389588581,0.3898509867096255,0.3223443223443224,0.3870703764320785,0.4334664005322688,0.4666666666666667,0.4475362318840579
36,0.36024844720496896,YAL051W,0.42028985507246375,0.3173913043478261,0.2706422018348624,0.27876106194690264,0.2307692307692308,0.1941747572815534,0.2681992337164751,0.3962264150943397,0.270935960591133
41,0.6,YAL044W-A,0.5867949278530826,0.4365471333476487,0.3630244559120485,0.2939550949913644,0.1816976127320955,0.3084217656355837,0.3521473832433701,0.5109628217349858,0.4917712691771269
42,0.8730684326710817,YAL042W,0.8745898651111921,0.7916941331575478,0.7605633802816901,0.7566874312935141,0.6726326065733811,0.7526768209923088,0.7749171936163806,0.8195446973903387,0.8170028818443804
46,0.26515151515151514,YAL041W,0.32669322709163345,0.18429003021148035,0.1836734693877551,0.1448087431693989,0.08143322475570032,0.1337579617834395,0.18485915492957747,0.25721153846153844,0.21029082774049213
52,0.9677580761172092,YAL038W,0.9676958703203395,0.9229035938391328,0.904197263352193,0.8845155231466136,0.8172749051357826,0.9067948797339018,0.9094211043148019,0.9416934021481378,0.937005842628424
59,0.6451612903225806,YAL037W,0.5892857142857143,0.5517241379310345,0.4827586206896552,0.4027777777777778,,0.4453781512605042,0.4070796460176992,0.5061728395061729,0.5648148148148148
61,0.8182669789227166,YAL035W,0.8299805321219987,0.7252024291497976,0.7062339880444065,0.6525900045571927,0.5523772204806687,0.6831481061465184,0.6942046855733662,0.7882770870337478,0.7701212789415656
64,0.4738805970149254,YAL034W-A,0.4837209302325581,0.3392857142857143,0.3003300330033004,0.2123076923076923,0.1328976034858388,0.2173202614379085,0.2833607907742998,0.42105263157894735,0.335483870967742
66,0.8239110287303059,YAL033W,0.8315217391304348,0.766859344894027,0.7387914230019493,0.6712328767123288,0.5218818380743983,0.7069143446852425,0.7485855728429985,0.7784395473496128,0.7491638795986622
67,0.6831432192648923,YAL030W,0.6815352697095436,0.5778401122019635,0.5486725663716814,0.4501661129568105,0.3663366336633663,0.4731420161883738,0.5158597662771286,0.645,0.6426701570680629
70,0.6691449814126395,YAL027W,0.6612021857923497,0.5269320843091335,0.5040431266846361,0.4575342465753425,0.4078341013824885,0.4234135667396061,0.5128504672897196,0.5742296918767507,0.5414364640883977
74,0.8169209431345353,YAL019W,0.8095238095238095,0.6434195725534309,0.5665280665280665,0.510353227771011,0.3662597114317425,0.5124099279423538,0.6075224856909239,0.7424849699398798,0.7235996326905417
78,0.6241554054054054,YAL016W,0.6353211009174312,0.5343915343915344,0.4597989949748744,0.4367903103709311,0.28853481122272256,0.446885617214043,0.5128781684382666,0.6283446045280799,0.5996978851963746
