ID,wt1,Assigned_gene_name,wt2,dcp2_1,dcp2_2
12314,0.7034277198211625,YNL182C,0.7236180904522613,0.5879120879120879,0.5524752475247525
12317,0.6944444444444444,YNL180C,0.7065868263473054,0.6369863013698629,0.5925297113752123
12321,0.4703947368421053,YNL177C,0.5384615384615384,0.34935897435897434,0.29818181818181816
12323,0.8680981595092024,YNL176C,0.8755102040816326,0.7958748221906117,0.8058510638297872
12325,0.4905982905982906,YNL175C,0.4925,0.34174311926605505,0.297008547008547
12327,0.7517241379310344,YNL173C,0.7484662576687117,0.6011904761904762,0.4676470588235294
12329,0.4657894736842105,YNL169C,0.5137614678899083,0.479185119574845,0.4012400354295837
12331,0.6506122448979592,YNL168C,0.6393972012917115,0.6090225563909775,0.5431578947368421
12332,0.7306176084099869,YNL167C,0.7588871715610509,0.6778210116731518,0.6307803468208093
12334,0.6266294227188082,YNL166C,0.6717451523545707,0.5155459146782357,0.4609826589595376
12335,0.6888111888111889,YNL164C,0.7219251336898396,0.5835411471321695,0.4894117647058824
12336,0.8122270742358079,YNL163C,0.7488584474885844,0.7637795275590551,0.6711409395973155
12343,0.7374301675977654,YNL159C,0.7061855670103093,0.4985507246376812,0.5082644628099173
12347,0.8446601941747572,YNL156C,0.8348035284683241,0.6791208791208792,0.6006787330316742
12349,0.5185185185185185,YNL154C,0.4819277108433735,0.4923076923076923,0.5555555555555556
12350,0.5574572127139364,YNL154C,0.5523255813953488,0.42777777777777776,0.4288499025341129
12351,0.5776045357902198,YNL153C,0.5773755656108597,0.4620622568093386,0.35656213704994194
12352,0.8347659980897804,YNL151C,0.8070175438596491,0.7508982035928143,0.6955475330926595
12353,0.5078212290502794,YNL149C,0.5234758234057463,0.4130808950086057,0.3810302534750613
12354,0.7317073170731707,YNL148C,,0.6625766871165644,0.6217616580310881
12356,0.5655172413793104,YNL146C-A,0.4930555555555556,,
12363,0.5618556701030928,YNL139C,0.5424836601307189,0.4727793696275072,0.3864306784660767
12364,0.8551724137931035,YNL137C,0.8561710398445093,0.7566037735849057,0.7005703422053232
12366,0.8638127206940146,YNL135C,0.8623124855758135,0.8520572545291291,0.8493239588967009
12368,0.8933182332955832,YNL134C,0.9002980222162016,0.7393461391680448,0.6687071498530852
12370,0.6901408450704225,YNL133C,0.6341463414634146,0.5071090047393365,0.3422818791946309
12371,0.7212242182302062,YNL130C,0.7130750605326877,0.5483133218982276,0.4695890410958904
12374,0.625,YNL125C,0.6407766990291263,0.6082949308755761,0.5734050730207533
12375,0.6051873198847262,YNL125C,0.5681818181818182,0.4279801324503311,0.4251851851851852
12377,0.7326732673267327,YNL122C,0.6791666666666667,0.5234986945169713,0.469059405940594
12378,0.6550777676120768,YNL121C,0.6388571428571429,0.4579945799457994,0.3721264367816092
12379,0.4208754208754209,YNL118C,0.3856502242152465,,
12382,0.737012987012987,YNL115C,0.7265917602996255,0.6349693251533742,0.7234042553191491
12385,0.8596134282807731,YNL111C,0.8317170564746149,0.678921568627451,0.6481751824817519
12386,0.7923076923076923,YNL111C,0.7476635514018691,0.6029411764705882,0.5058823529411764
12387,0.7718696397941681,YNL110C,0.7629233511586453,0.6342015855039638,0.5523321956769056
