ID,wt1,Assigned_gene_name,wt2,dhh1_1,dhh1_2
4080,0.685,YKL038W,0.6513317191283293,0.6438356164383562,0.6031746031746031
4082,0.631578947368421,YKL038W,0.6219512195121951,0.3558282208588957,0.2987551867219917
4083,0.6868302799861735,YKL035W,0.6956335616438356,0.4947792636013922,0.3358644859813084
4085,0.6763754045307443,YKL034W,0.7658730158730159,0.7026022304832714,0.6025236593059937
4086,0.6201550387596899,YKL033W-A,0.5762411347517731,0.5595026642984015,0.4444444444444444
4087,0.7777777777777778,YKL033W,0.7806451612903226,0.4830508474576271,0.2972972972972973
4089,0.8080808080808081,YKL028W,0.8198198198198198,0.5931558935361216,0.42857142857142855
4090,0.8654970760233918,YKL027W,0.8712446351931329,0.6732456140350878,0.5389908256880734
4092,0.7411764705882353,YKL023W,0.7264150943396226,0.5798045602605864,0.5428973277074542
4095,0.6445916114790287,YKL019W,0.6253229974160207,0.423963133640553,0.3424657534246575
4096,0.6061381074168798,YKL018W,0.7013888888888888,0.5051334702258727,0.3655083655083655
4098,0.7147435897435898,YKL015W,0.7478991596638656,0.5069444444444444,0.4642857142857143
4100,0.8122743682310469,YKL012W,0.8421052631578947,0.6186770428015564,0.5734597156398105
4102,0.3240439696547453,YKL009W,0.3403068340306834,0.2038871951219512,0.14437182280319535
4104,0.8945634266886326,YKL007W,0.9012693935119888,0.7206400867914293,0.6020015396458814
4106,0.3551799853616342,YKL006W,0.3060278554032973,0.16785944551902,0.1207542496207078
4107,0.9287733182589032,YKL004W,0.9284660766961652,0.7851140456182473,0.6398046398046398
4110,0.8770491803278688,YKL002W,0.8421052631578947,0.6447916666666667,0.5407239819004525
4112,0.4090909090909091,YKR002W,0.4072727272727273,0.2554890219560878,0.14015151515151514
4113,0.6775956284153005,YKR003W,0.6170598911070779,0.580568720379147,0.4658944658944658
